ClientID,Nom,Prénom,Ville,CodePostal,Pays,DateNaissance,Âge,Sexe,TypeCarteCrédit,DateExpirationCarte,SoldeCompte,TypeClient,NombreAchats,MontantTotalAchats,DernierAchat,ProduitPréféré,CatégorieProduitPréféré,FréquenceAchatMensuel,PanierMoyen,ScoreFidélité,NombreRemboursements,MontantTotalRemboursé,AvisClient,AbonnementNewsletter,TypePaiementFavori,StatutCompte,client_id,age_group,email_hash
f2b62be6-688a-4dd6-b273-a037b1de4287,Client_948,Gregory,Karinaborough,79042,Turks and Caicos Islands,1945-03-10,80,F,Discover,06/28,4605.77,Entreprise,8,1216.35,2024-08-12,machine,Maison,8,152.04,34,4,559.55,Neutre,True,Cryptomonnaie,Suspendu,948,60+,7d86064ab35dd16be3e49ce3a7daae7488e9a08d22fe70e596df07581c383451
a60b56ce-8473-4f7e-9f46-0bc90e60bdbf,Client_646,Joseph,Macdonaldfurt,71494,Jamaica,1970-11-10,55,F,VISA 19 digit,05/32,2990.01,Particulier,14,5184.01,2023-06-14,less,Sport,8,370.29,39,0,0.0,Mécontent,True,Cryptomonnaie,Actif,646,51-60,c7343ef40a75c96484062f3c5a44607165de26fcdea67eebb487aa6f6baf3a51
fb1b0bc6-1934-4163-bcd0-e8e21a29753f,Client_973,Jennifer,Joburgh,49668,Canada,1990-06-21,35,F,Diners Club / Carte Blanche,07/28,3965.05,Entreprise,6,1017.59,2025-01-22,value,Électronique,5,169.6,65,3,324.51,Satisfait,False,Carte bancaire,Inactif,973,31-40,7455ddd4a4a4780f0e11cb996055b3090713d1f24280232627bdef4bb2fdb7fd
fe3c1b29-0d79-40e6-9204-adeeb72c09c0,Client_990,Lauren,South Courtney,23114,Saudi Arabia,1982-11-04,43,M,Diners Club / Carte Blanche,07/32,3477.26,Particulier,20,8307.03,2024-03-22,common,Alimentation,4,415.35,39,1,84.0,Très mécontent,False,Paypal,Suspendu,990,41-50,285590608ba332cfca8906a1897b3b947cda41e529066e32f73d4300f75d1d9c
1edd2555-ca1b-4031-bc32-bc1fb5ea10f5,Client_127,Amanda,South Davidton,20002,Syrian Arab Republic,1936-09-12,89,F,Mastercard,11/28,14.78,Particulier,3,1193.93,2023-04-16,color,Sport,7,397.98,16,2,321.24,Satisfait,False,Virement,Suspendu,127,60+,80e128cdf5c4138fd945470de659b4b6f0988510862e4026fcfd849b5036eb06
097af542-98c6-41b3-92d1-4c67247903aa,Client_44,Kyle,Port David,76801,Canada,1972-03-31,53,M,JCB 15 digit,12/31,434.24,Particulier,1,28.15,2024-08-16,remember,Mode,1,28.15,78,3,199.54,Très satisfait,True,Carte bancaire,Actif,44,51-60,ac1825ad06ab1a3e033655c123e2b89fdfcac09d3dbf7625629b993254b453a5
39cb03cc-12f5-4905-96e6-9cc9dd5c341a,Client_215,Terri,Matthewtown,72819,Saint Vincent and the Grenadines,1950-08-25,75,F,JCB 16 digit,10/34,3194.9,Particulier,6,1349.74,2023-11-02,TV,Mode,10,224.96,93,2,95.05,Mécontent,True,Carte bancaire,Suspendu,215,60+,b2993e4d1ad71ecc87f965a7f1fa65e7c20722aafa8df966e3d347665127bb74
2f242b8b-db94-409e-83a0-a37ad497eaa5,Client_180,William,Davisberg,76842,Guernsey,2001-08-29,24,M,Maestro,12/28,3891.42,Entreprise,10,2985.2,2023-02-14,risk,Alimentation,5,298.52,68,1,6.95,Satisfait,True,Carte bancaire,Suspendu,180,18-30,012a62c1c55db066eca2251e7edc5ce144d9e47fe9b3bb45468765caeacfb8fb
d5990e05-9171-4788-bb0f-47440d4716a7,Client_846,Kevin,Port Stephenbury,66986,Switzerland,1942-08-04,83,F,JCB 16 digit,04/31,3172.03,Entreprise,18,362.14,2024-02-13,think,Électronique,10,20.12,52,4,288.14,Mécontent,True,Paypal,Inactif,846,60+,1a19b12057f59cadf0b620a0ae3f72cf602ac4bd8c8573560e9b6b22195b3c92
fc6d592b-248a-4fe8-9bc4-62d0042a48fb,Client_982,Peter,North Hayden,7501,Denmark,2002-10-31,23,M,Maestro,04/29,552.56,Entreprise,17,8443.35,2024-03-04,unit,Sport,4,496.67,45,1,37.87,Mécontent,False,Carte bancaire,Suspendu,982,18-30,43db95f838c8af8522c31a2e9f20dc0f5676adc56cf4fb1b7a55bceb345cac19
4636f901-d666-4c58-b9cf-8e906f4d3750,Client_267,Nicholas,South Alexandrahaven,17561,Pitcairn Islands,1934-09-20,91,M,Diners Club / Carte Blanche,08/26,3956.76,Entreprise,8,2069.59,2024-06-05,local,Sport,0,258.7,5,5,394.23,Très satisfait,True,Virement,Inactif,267,60+,5b31cbd6eba28738ff95fd007ae5baffa44125c50d7ca9c1a64eb47cc85444ac
44dcc88d-26f2-478b-8911-60a550dbc412,Client_263,Lori,Robbinsville,97363,Iceland,1948-09-16,77,F,VISA 16 digit,06/31,3414.57,Particulier,9,2349.49,2023-04-02,manager,Sport,10,261.05,80,0,0.0,Mécontent,False,Paypal,Actif,263,60+,61d8a3a9215892f8fa7bb0ffdef9e63f184e5bf703d3a448dece012190ae1b40
a7c9afa8-65c6-409f-9c56-a5e932ecb61f,Client_652,Robert,Michaelmouth,2071,Nepal,1977-05-21,48,F,JCB 15 digit,10/34,3119.09,Particulier,14,3287.49,2024-01-08,place,Alimentation,4,234.82,91,4,347.33,Mécontent,False,Carte bancaire,Inactif,652,41-50,078aed9ed2b032c79006639fff78700af6b41ffef2d15ba2cab506f46eadde9e
d0312781-dd1a-441e-9014-31b36ce7003b,Client_822,Jerry,Johnsonmouth,47048,Croatia,1958-03-09,67,M,JCB 15 digit,12/26,3833.18,Particulier,10,885.03,2023-08-31,lose,Électronique,9,88.5,1,3,61.6,Très satisfait,False,Carte bancaire,Actif,822,60+,70de60bed1cfcc0902e575926b8132e749cf9e21a906efc7939be75e7774de32
5121dfad-3a32-4d3a-8a78-1d7799fea78b,Client_314,Scott,Lake Georgeside,73646,France,1962-04-08,63,M,VISA 16 digit,01/29,4973.22,Particulier,16,1049.08,2023-06-18,discuss,Alimentation,6,65.57,15,3,514.23,Très mécontent,True,Paypal,Inactif,314,60+,0072ccd9fe5e1bd25e8351f6b41e40cdacc16b67b19b09e0fbfd06a7313bc913
d5e496c4-2d86-42a9-9933-c2c7ddc264d5,Client_849,Laura,Allisonborough,68283,Belarus,1986-11-11,39,M,VISA 16 digit,07/31,3993.58,Particulier,12,2261.62,2023-04-16,so,Mode,3,188.47,27,5,54.25,Neutre,False,Carte bancaire,Actif,849,31-40,ddd664af9a7780e68f8137042e767ae9bdf3afa736cb376697b7c5c25f2a1466
fdca66e3-a74d-4212-89cb-7f092134cf30,Client_988,Cody,Bobbytown,550,Grenada,1993-06-19,32,F,VISA 19 digit,05/32,1471.41,Particulier,15,1341.54,2023-05-12,they,Électronique,2,89.44,94,4,326.79,Satisfait,False,Paypal,Suspendu,988,31-40,5a499b6b670160a0a701906f94039f733cacdbc3af72302108315cd3b1dca4cc
bab9b7ed-319a-4680-86ea-c94320bd9184,Client_733,Jill,Port Michaelton,68134,Dominican Republic,1973-11-16,52,M,Discover,11/25,467.54,Particulier,15,146.41,2024-03-03,skill,Maison,3,9.76,10,5,172.04,Mécontent,True,Paypal,Actif,733,51-60,8b06d92505d58a541202c53db852ea5fe56d9871ba0ca91865b4acc30fed6cce
c148da65-5ecd-42e2-91a8-11cf4389bf2f,Client_759,John,Michaelmouth,63731,Indonesia,2000-11-15,25,F,Mastercard,08/29,3751.09,Entreprise,20,944.95,2023-04-10,card,Alimentation,0,47.25,22,0,0.0,Satisfait,True,Cryptomonnaie,Actif,759,18-30,31141bf5a31f30626cf144ea24c6c56927f9823b6344bf4a16d6dcffd88b9dba
86a63c99-de8a-4a29-b050-c4be3875f9e3,Client_536,Lisa,Lake Johnville,46456,Haiti,2001-07-23,24,F,VISA 16 digit,03/33,4419.14,Entreprise,6,2709.69,2023-07-15,yourself,Électronique,7,451.62,42,3,577.62,Mécontent,False,Virement,Suspendu,536,18-30,346c1689525982c78e265020b9ffa83b0545080d2922c02b6296fbe65975f8f4
567936c5-0059-43fc-92c1-29e0f4779865,Client_337,Nicholas,Jenniferside,82856,United Kingdom,1983-07-21,42,F,Diners Club / Carte Blanche,09/34,3987.7,Entreprise,17,124.31,2023-10-11,town,Alimentation,7,7.31,66,4,486.67,Très satisfait,True,Carte bancaire,Inactif,337,41-50,62c776b4b76f774910a15e2625da1bcd089b310686a7f19e2e2e5fb77f69211e
0bb5f02b-7ead-4efd-aeaf-7675fcf5d513,Client_50,Julia,Leslietown,68079,Niger,1957-03-25,68,M,Diners Club / Carte Blanche,05/29,3633.61,Particulier,14,3113.97,2024-08-08,factor,Alimentation,0,222.43,65,2,232.14,Neutre,True,Virement,Actif,50,60+,0ea40bb6c0a6657426109b18b56a42e018ed803e766be839f51634823f3c40a7
8fa9748c-89fb-4474-99cc-4eadf4af7189,Client_567,Angel,Lake Angelstad,6301,Venezuela,1961-06-19,64,F,Diners Club / Carte Blanche,09/31,2079.64,Entreprise,1,237.25,2023-04-30,third,Mode,1,237.25,30,2,143.68,Très mécontent,False,Paypal,Suspendu,567,60+,1b2a1f4cf42c5001422559df639d9c9774308e032879ba3efb7da121daaf7fce
4d1795a7-4b9b-4539-9a46-e4e05fbdb141,Client_291,Wendy,East Brian,26110,Qatar,1968-04-28,57,M,JCB 16 digit,03/25,3865.53,Entreprise,17,7099.67,2023-12-04,throughout,Sport,2,417.63,84,4,708.24,Neutre,True,Cryptomonnaie,Suspendu,291,51-60,29a86353b38f7440d99dba69f29dcbac7ea2969f1bef3a1de98a9012c561d7be
ef11ab8e-1cea-4cbb-90d6-fa01bcc3078e,Client_938,Theresa,New Shaun,82572,British Virgin Islands,1983-12-25,42,M,American Express,01/29,2207.96,Entreprise,5,1993.59,2024-10-06,stay,Maison,6,398.72,30,1,87.01,Satisfait,False,Virement,Inactif,938,41-50,e3ce36d803c77a39123e1a1a2bdad02c29ad114b0ec22f81d2603bfbf00dfb78
4319740d-30aa-40d5-a7ab-690a4dc927b9,Client_259,Katherine,North Albertmouth,35493,Kiribati,1958-06-11,67,M,JCB 15 digit,01/28,2938.81,Particulier,18,2592.2,2024-12-15,size,Électronique,9,144.01,75,0,0.0,Mécontent,True,Virement,Inactif,259,60+,6a81f340135eb26b3247a21ac2d579fd73b6cbfc2c7fa6a75afd4d72251c069b
927a200d-9f25-480f-8f0a-e8528be0071c,Client_580,Jamie,Duncanberg,26606,Macao,1994-09-21,31,M,Maestro,12/25,4917.81,Particulier,10,1258.59,2023-02-16,might,Maison,6,125.86,67,3,179.98,Très mécontent,True,Cryptomonnaie,Actif,580,31-40,f201dae96b42914ffc43ed98d0a57538014749ffc636637d759564387c415229
